movie,reviewer,metascore,review_score,review_text,review_date,release_date,acclaim_rate,user_score,director,languages,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Short,Sport,Talk-Show,Thriller,War,Western,unknown,release_decade
The Last Seduction,Elvis Mitchell,85.0,100,"A devilishly entertaining crime story with a heroine who must be seen to be believed, is as satisfying an ensemble piece as &#147;Red Rock West.&#148; [26 October 1994, p. C13]",,1994-10-26,Universal acclaim,84.0,John Dahl,English,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1990s
Mulholland Dr.,Stephen Holden,83.0,100,"By surrendering any semblance of rationality to create a post-Freudian, pulp-fiction fever dream of a movie, Mr. Lynch ends up shooting the moon with Mulholland Drive.",,2001-10-12,Generally favorable reviews,67.0,David Lynch,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2000s
Elza (Le bonheur d'Elza),Jeannette Catsoulis,76.0,100,"Bathed in the flamingo colors and Caribbean rhythms of its location, this deeply personal debut from the writer and director Mariette Monpierre develops with a lingering attention to sensation and sound.",2012-11-29,2011-09-17,No score yet,,Mariette Monpierre,French,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
To Die For,Elvis Mitchell,86.0,100,An irresistible black comedy and a wicked delight. [27 Sept 1995],,1995-09-27,Universal acclaim,88.0,Gus Van Sant,English,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1990s
Cutie and the Boxer,A.O. Scott,83.0,100,Mr. Heinzerling is an artist too. The window he has opened onto the lives of his subjects is a powerful and beautiful visual artifact in its own right.,2013-08-15,2013-08-16,Generally favorable reviews,78.0,Zachary Heinzerling,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Fire at Sea,A.O. Scott,87.0,100,"Fire at Sea occupies your consciousness like a nightmare, and yet somehow you don’t want it to end.",2016-10-20,2016-10-21,Generally favorable reviews,69.0,Gianfranco Rosi,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Barbara,Manohla Dargis,86.0,100,"Barbara is a film about the old Germany from one of the best directors working in the new: Christian Petzold. For more than a decade Mr. Petzold has been making his mark on the international cinema scene with smart, tense films that resemble psychological thrillers, but are distinguished by their strange story turns, moral thorns, visual beauty and filmmaking intelligence.",2012-12-20,2012-12-21,Generally favorable reviews,72.0,Christian Petzold,German,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Elle,A.O. Scott,89.0,100,"It’s a psychological thriller, a strangely dry-eyed melodrama, a kinky sex farce and, perhaps most provocatively, a savage comedy of bourgeois manners. Mostly, though — inarguably, I would say — it is a platform for the astonishing, almost terrifying talent of Isabelle Huppert.",2016-11-10,2016-11-11,Generally favorable reviews,72.0,Paul Verhoeven,French,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010s
Sabrina,Bosley Crowther,72.0,100,"In our wistful estimation, the most delightful comedy-romance in years.",,1954-09-22,Generally favorable reviews,76.0,Billy Wilder,English,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1950s
Krisha,Manohla Dargis,86.0,100,"When Krisha stands in the kitchen, wild-eyed amid all these human sights and sounds, you see a woman overwhelmed by life itself, as well as a movie that is an expressionistic tour de force.",2016-03-17,2016-03-18,Universal acclaim,81.0,Trey Edward Shults,English,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
The Untouchables,Vincent Canby,79.0,100,"Hollywood's latest big-budget, high-concept, mass-market reworking of material not entirely fresh, has more endings than Beethoven's Fifth, but it's also packed with surprises, not the least being that it's a smashing work. It's vulgar, violent, funny and sometimes breathtakingly beautiful.",,1987-06-03,Universal acclaim,87.0,Brian De Palma,English,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1980s
Old Joy,Manohla Dargis,84.0,100,A triumph of modesty and of seriousness that also happens to be one of the finest American films of the year.,,2006-09-20,Mixed or average reviews,60.0,Kelly Reichardt,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
Hilary and Jackie,Stephen Holden,78.0,100,One of the most insightful and wrenching portraits of the joys and tribulations of being a classical musician ever filmed.,,1998-12-30,Universal acclaim,84.0,Anand Tucker,English,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1990s
Raging Bull,Vincent Canby,92.0,100,"The entire film is played at such high pitch it may well exhaust audiences that don't come prepared. And, at the heart of the film, there is the mystery of Jake himself, but that is what separates Raging Bull from all other fight movies, in fact, from most movies about anything. Raging Bull is an achievement.",,1980-11-14,Generally favorable reviews,66.0,Martin Scorsese,English,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1970s
"Jajouka, Something Good Comes to You",Miriam Bale,,100,"The film’s strange mixture of primitive and poetic images becomes etched into memory. Weaving observation and a shared dream state, this is an intuitive and intricate exploration into the feeling of sound.",2013-08-06,2013-08-05,No score yet,,Eric Hurtado,French,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
The Master,A.O. Scott,86.0,100,"It is a movie about the lure and folly of greatness that comes as close as anything I've seen recently to being a great movie. There will be skeptics, but the cult is already forming. Count me in.",2012-09-13,2012-09-14,Generally favorable reviews,72.0,Paul Thomas Anderson,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
The Great Man,Manohla Dargis,73.0,100,"The filmmaker Sarah Leonor has a keen eye and a gentle, unassuming touch. In The Great Man, she discreetly changes moods and storytelling modes like a pianist sliding her hand down a short, soft glissando.",2015-08-13,2015-08-14,No score yet,,Sarah Petit,French,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
The Damned United,A.O. Scott,81.0,100,The rare sports movie that deals with -- indeed positively relishes -- humiliation and disappointment.,,2009-10-09,Universal acclaim,84.0,Tom Hooper,English,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2000s
American Movie,Janet Maslin,84.0,100,The rare documentary that combines a wildly charismatic subject with an elegant structure...not-to-be-missed.,,1999-11-05,Universal acclaim,81.0,Chris Smith,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990s
Duplicity,A.O. Scott,69.0,100,"Superior entertainment, the most elegantly pleasurable movie of its kind to come around in a very long time.",,2009-03-20,Mixed or average reviews,51.0,Tony Gilroy,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2000s
Stories We Tell,Manohla Dargis,91.0,100,"Stories We Tell has a number of transparent virtues, including its humor and formal design, although its most admirable quality is the deep sense of personal ethics that frames Ms. Polley’s filmmaking choices.",2013-05-09,2013-05-10,Universal acclaim,83.0,Sarah Polley,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Before Midnight,A.O. Scott,94.0,100,Before Midnight is a wonderful paradox: a movie passionately committed to the ideal of imperfection that is itself very close to perfect.,2013-05-23,2013-05-24,Universal acclaim,83.0,Richard Linklater,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010s
Eight Men Out,Janet Maslin,71.0,100,"For Mr. Sayles, whose idealism has never been more affecting or apparent than it is in this story of boyish enthusiasm gone bad in an all too grown-up world, Eight Men Out represents a home run.",,1988-09-02,No score yet,,John Sayles,English,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1980s
Pépé le Moko (re-release),A.O. Scott,98.0,100,One of the most purely enjoyable films ever made.,,2002-03-01,Mixed or average reviews,53.0,Julien Duvivier,French,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000s
The Grifters,Vincent Canby,86.0,100,"The Grifters moves with swift unsentimental resolve toward a last act as bleak as any in recent American screen literature. In a less skillful work, it would be a downer. The Grifters is so good that one leaves the theater on a spellbound high. [5 Dec 1990]",,1990-12-05,Universal acclaim,89.0,Stephen Frears,English,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1980s
Like Someone in Love,A.O. Scott,76.0,100,"Every shot — everything you see, and everything you don’t — imparts a disturbing and thrilling sense of discovery.",2013-02-14,2013-02-15,Generally favorable reviews,71.0,Abbas Kiarostami,Japanese,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Black Swan,Manohla Dargis,79.0,100,"Black Swan is visceral and real even while it's one delirious, phantasmagoric freakout.",2010-12-06,2010-12-03,Universal acclaim,81.0,Darren Aronofsky,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2000s
The Last Circus,Jeannette Catsoulis,70.0,100,"Brilliant, bizarre, dazzling and utterly demented, The Last Circus views Franco-era Spain through the crazed eyes of two clowns doing battle for the love of one magnificent woman.",2011-08-18,2011-08-19,Mixed or average reviews,60.0,Álex de la Iglesia,Spanish,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
There Will Be Blood,Manohla Dargis,93.0,100,"The film is above all a consummate work of art, one that transcends the historically fraught context of its making, and its pleasures are unapologetically aesthetic. It reveals, excites, disturbs, provokes, but the window it opens is to human consciousness itself.",,2007-12-26,Generally favorable reviews,79.0,Paul Thomas Anderson,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2000s
Schindler's List,Elvis Mitchell,93.0,100,"But the film Schindler's List, directed with fury and immediacy by a profoundly surprising Steven Spielberg, presents the subject as if discovering it anew. [15 Dec 1993]",,1993-12-15,Universal acclaim,86.0,Steven Spielberg,English,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1990s
Anomalisa,Manohla Dargis,88.0,100,Mr. Kaufman’s gift for quotidian horror remains startling; he’s a whiz at minor miseries.,2015-12-29,2015-12-30,Generally favorable reviews,75.0,Charlie Kaufman,English,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010s
The Remains of the Day,Vincent Canby,84.0,100,"Looks grand without being overdressed, it is full of feeling without being sentimental. Here&#146;s a film for adults.  It&#146;s also about time to recognize that Mr. Ivory is one of our finest directors.  [5 November 1993, p. C1]",,1993-11-05,Universal acclaim,83.0,James Ivory,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1990s
Letters from Iwo Jima,A.O. Scott,89.0,100,"A few scenes serve as hinges joining this movie to ""Flags of Our Fathers."" While Letters From Iwo Jima seems to me the more accomplished of the two films -- by which I mean that it strikes me as close to perfect -- the two enrich each other, and together achieve an extraordinary completeness.",,2006-12-20,Universal acclaim,82.0,Clint Eastwood,English,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2000s
Pieta,Jeannette Catsoulis,72.0,100,"Morally cunning and with a tone as black as pitch, Pieta, the 18th film from the South Korean director Kim Ki-duk, is a deeply unnerving revenge movie in which redemption is dangled like a cat toy before a cougar.",2013-05-16,2013-05-17,Generally favorable reviews,63.0,Ki-duk Kim,Korean,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Lantana,Dana Stevens,84.0,100,"Astonishingly well acted film, so much so that it seems unfair to single out any of the performances. Mr. Lawrence's camera sense is as sure and unobtrusive as his feel for acting. The movie just seems to happen, to grow out of the ground like a thorny plant, revealing the intricate intelligence of its design only in hindsight.",,2001-12-14,Universal acclaim,84.0,Ray Lawrence,English,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2000s
Museum Hours,A.O. Scott,84.0,100,"This movie is rigorously and intensely lifelike, which is to say that it’s also a strange and moving work of art.",2013-06-27,2013-06-28,Generally favorable reviews,68.0,Jem Cohen,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Blissfully Yours,Manohla Dargis,77.0,100,Marks the emergence of one of the more original and promising new voices to hit the international cinema scene in recent years.,,2004-09-24,Generally favorable reviews,74.0,Apichatpong Weerasethakul,Thai,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000s
The Hours,Stephen Holden,81.0,100,"Ms. Kidman, in a performance of astounding bravery, evokes the savage inner war waged by a brilliant mind against a system of faulty wiring that transmits a searing, crazy static into her brain.",,2002-12-27,Universal acclaim,88.0,Stephen Daldry,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
Taxidermia,Stephen Holden,83.0,100,Belongs to a school of Central European surrealism that marries nightmarish horror with formal beauty.,,2009-08-14,Generally favorable reviews,75.0,György Pálfi,English,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
A Prophet,Manohla Dargis,90.0,100,One of those rare films in which the moral stakes are as insistent and thought through as the aesthetic choices.,,2010-02-26,Universal acclaim,86.0,Jacques Audiard,French,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
Ghost World,Dana Stevens,88.0,100,"It's surely the best depiction of teenage eccentricity since ""Rushmore,"" and its incisive satire of the boredom and conformity that rule our thrill-seeking, individualistic land, and also its question-mark ending, reminded me of ""The Graduate.""",,2001-07-20,Universal acclaim,84.0,Terry Zwigoff,English,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
American Psycho,Stephen Holden,64.0,100,A lean and mean horror comedy classic.,,2000-04-14,Universal acclaim,88.0,Mary Harron,English,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1990s
Citizenfour,A.O. Scott,88.0,100,"Cinema, even in the service of journalism, is always more than reporting, and focusing on what Ms. Poitras’s film is about risks ignoring what it is. It’s a tense and frightening thriller that blends the brisk globe-trotting of the “Bourne” movies with the spooky, atmospheric effects of a Japanese horror film. And it is also a primal political fable for the digital age, a real-time tableau of the confrontation between the individual and the state.",2014-10-23,2014-10-24,Generally favorable reviews,76.0,Laura Poitras,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Logan Lucky,A.O. Scott,78.0,100,"Logan Lucky is a terrific movie. That’s a matter of skill, and maybe also of luck. But mostly it’s a matter of generosity.",2017-08-16,2017-08-18,Generally favorable reviews,67.0,Steven Soderbergh,English,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Force Majeure,Stephen Holden,87.0,100,"This brilliant, viciously amusing takedown of bourgeois complacency, gender stereotypes and assumptions and the illusion of security rubs your face in human frailty as relentlessly as any Michael Haneke movie.",2014-10-23,2014-10-24,Generally favorable reviews,76.0,Ruben Östlund,English,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Let It Fall: L.A. 1982-1992,Jeannette Catsoulis,92.0,100,"Teeming with acts both heroic and reprehensible, John Ridley’s wrenchingly humane documentary, Let It Fall: Los Angeles 1982-1992, reveals the Los Angeles riots as the almost inevitable culmination of a decade of heightening racial tensions.",2017-04-20,2017-04-21,No score yet,,John Ridley,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
A History of Violence,Manohla Dargis,81.0,100,"A masterpiece of indirection and pure visceral thrills, David Cronenberg's latest mindblower, A History of Violence, is the feel-good, feel-bad movie of the year.",,2005-09-23,Generally favorable reviews,74.0,David Cronenberg,English,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2000s
The Salesman,A.O. Scott,85.0,100,"With exquisite patience and attention to detail, Asghar Farhadi, the writer and director, builds a solid and suspenseful plot out of ordinary incidents, and packs it with rich and resonant ideas.",2017-01-26,2017-01-27,Generally favorable reviews,74.0,Asghar Farhadi,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010s
My Own Private Idaho,Vincent Canby,77.0,100,"The film itself is invigorating - written, directed, and acted with enormous insight and comic elan. [27 Sept 1991]",,1991-10-18,Generally favorable reviews,78.0,Gus Van Sant,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1990s
James White,Stephen Holden,83.0,100,Its abrasive portrait of contemporary New York as a place of noise and nerve-rattling turmoil captures the mood of the city more accurately than any recent film I can think of. And the jagged camera work exacerbates the film’s jarring sense of immediacy.,2015-11-12,2015-11-13,Generally favorable reviews,71.0,Josh Mond,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
10 Cloverfield Lane,Jeannette Catsoulis,76.0,100,"Sneakily tweaking our fears of terrorism, 10 Cloverfield Lane, though no more than a kissing cousin to its namesake, is smartly chilling and finally spectacular.",2016-03-10,2016-03-11,Generally favorable reviews,77.0,Dan Trachtenberg,English,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2010s
Steve Jobs,A.O. Scott,82.0,100,"Steve Jobs is a rich and potent document of the times, an expression of both the awe that attends sophisticated new consumer goods and the unease that trails in the wake of their arrival.... Mostly, though, it is a formally audacious, intellectually energized entertainment, a powerful challenge to the lazy conventions of Hollywood storytelling and a feast for connoisseurs of contemporary screen acting.",2015-10-08,2015-10-09,Generally favorable reviews,70.0,Danny Boyle,English,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
